title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place,status,last_verified
DAV Chapter 90 - Watauga County #90,dav-chapter-90-nc,local,Chapter 90,dav,DAV,world-war-1,World War I,NC,north-carolina,Watauga County,watauga-county,nc_37189,135 Bear Trail Lane,Boone,28607,36.2187873,-81.684004,true,704-575-3472,,http://www.davmembersportal.org/chapters/NC/90,,,,,,90,"Third, Thursday, 6:00PM","135 Bear Trail Lane, Boone, NC 28607",,
DAV Chapter 91 - Pittsboro #91,dav-chapter-91-nc,local,Chapter 91,dav,DAV,world-war-1,World War I,NC,north-carolina,Orange County,orange-county,nc_37135,65 East Chatham St,Pittsboro,27312,35.71947189999999,-79.1769419,true,919-349-9188,,http://www.davmembersportal.org/chapters/NC/91,,,,,,91,"Second, Tuesday, 4:00PM","65 East Chatham St, Pittsboro, NC 27312",,
DAV Chapter 93 - Pamlico County #93,dav-chapter-93-nc,local,Chapter 93,dav,DAV,world-war-1,World War I,NC,north-carolina,Pamlico County,pamlico-county,nc_37137,800 Main St,Alliance,28509,,,false,252-229-0050,,http://www.davmembersportal.org/chapters/NC/93,,,,,,93,"Fourth, Thursday, 7:00PM","800 Main St, Alliance, NC 28509",,
DAV Chapter 95 - Union County #95,dav-chapter-95-nc,local,Chapter 95,dav,DAV,world-war-1,World War I,NC,north-carolina,,,nc_unknown,2507 W Roosevelt Blvd,Monroe,28104,,,false,980-328-4954,,http://www.davmembersportal.org/chapters/NC/95,,,,,,95,"Third, Saturday, 10:00AM","2507 W Roosevelt Blvd, Monroe, NC 28104",,
DAV Chapter 96 - Rowan County #96,dav-chapter-96-nc,local,Chapter 96,dav,DAV,world-war-1,World War I,NC,north-carolina,Rowan County,rowan-county,nc_37159,"1601 Brenner Ave
Bldg 6",Salisbury,28144,,,false,704-640-5418,,http://www.davmembersportal.org/chapters/NC/96,,,,,,96,"Fourth, Monday, 6:00PM","1601 Brenner Ave
Bldg 6, Salisbury, NC 28144",,
DAV Chapter 97 - Vance County #97,dav-chapter-97-nc,local,Chapter 97,dav,DAV,world-war-1,World War I,NC,north-carolina,Vance County,vance-county,nc_37181,126 S Garnett St,Henderson,27536,36.3271111,-78.4030583,true,252-432-7017,,http://www.davmembersportal.org/chapters/NC/97,,,,,,97,"Second, Monday, 5:00PM","126 S Garnett St, Henderson, NC 27536",,
DAV Chapter 98 - Duplin County #98,dav-chapter-98-nc,local,Chapter 98,dav,DAV,world-war-1,World War I,NC,north-carolina,Sampson County,sampson-county,nc_37163,364 Bruce Coston Road,Warsaw,28398,34.9950755,-78.0921923,true,910-260-2126,,http://www.davmembersportal.org/chapters/NC/98,,,,,,98,"Second, Monday, 6:00PM","364 Bruce Coston Road, Warsaw, NC 28398",,
DAV Chapter 99 - Robert Curtis Hester #99,dav-chapter-99-nc,local,Chapter 99,dav,DAV,world-war-1,World War I,NC,north-carolina,,,nc_unknown,502 South Cypress St.,Elizabethtown,28337,,,false,910-862-9696,,http://www.davmembersportal.org/chapters/NC/99,,,,,,99,"Third, Tuesday, 7:00PM","502 South Cypress St., Elizabethtown, NC 28337",,
DAV Chapter 100 - Millie Dunn Veasey #100,dav-chapter-100-nc,local,Chapter 100,dav,DAV,world-war-1,World War I,NC,north-carolina,,,nc_unknown,2551 Homestead Rd,Chapel Hill,27516,,,false,919-491-9228,,http://www.davmembersportal.org/chapters/NC/100,,,,,,100,"Third, Thursday, 6:30PM","2551 Homestead Rd, Chapel Hill, NC 27516",,
DAV Chapter 1 - Francis J Beaton #1,dav-chapter-1-nd,local,Chapter 1,dav,DAV,world-war-1,World War I,ND,north-dakota,Cass County,cass-county,nd_38017,1000 45th St S,Fargo,58103,46.8647405,-96.86084679999999,true,701-237-4477,,http://www.davmembersportal.org/chapters/ND/01,,,,,,1,"Second, Thursday, 7:00PM","1000 45th St S, Fargo, ND 58103",,
DAV Chapter 2 - Andy Nomland #2,dav-chapter-2-nd,local,Chapter 2,dav,DAV,world-war-1,World War I,ND,north-dakota,Grand Forks County,grand-forks-county,nd_38035,2950 10th Ave N.,Grand Forks,58203,48.0037819,-97.35945249999999,true,701-317-2809,,http://www.davmembersportal.org/chapters/ND/02,,,,,,2,"Second, Wednesday, 5:30PM","2950 10th Ave N., Grand Forks, ND 58203",,
DAV Chapter 3 - Adam Klein #3,dav-chapter-3-nd,local,Chapter 3,dav,DAV,world-war-1,World War I,ND,north-dakota,Burleigh County,burleigh-county,nd_38015,4023 North State St,Bismarck,58503,,,false,701-595-2089,,http://www.davmembersportal.org/chapters/ND/03,,,,,,3,"Second, Thursday, 7:00PM","4023 North State St, Bismarck, ND 58503",,
DAV Chapter 4 - Minot #4,dav-chapter-4-nd,local,Chapter 4,dav,DAV,world-war-1,World War I,ND,north-dakota,Ward County,ward-county,nd_38101,225 3rd St SE,Minot,58701,48.2338552,-101.2881171,true,701-509-1834,,http://www.davmembersportal.org/chapters/ND/04,,,,,,4,"Second, Thursday, 6:30PM","225 3rd St SE, Minot, ND 58701",,
DAV Chapter 5 - Regan Mc Lean #5,dav-chapter-5-nd,local,Chapter 5,dav,DAV,world-war-1,World War I,ND,north-dakota,Ramsey County,ramsey-county,nd_38071,4794 85th Ave NE,Devils Lake,58301,,,false,701-350-0560,,http://www.davmembersportal.org/chapters/ND/05,,,,,,5,"First, Thursday, 7:30PM","4794 85th Ave NE, Devils Lake, ND 58301",,
DAV Chapter 9 - Williston #9,dav-chapter-9-nd,local,Chapter 9,dav,DAV,world-war-1,World War I,ND,north-dakota,Williams County,williams-county,nd_38105,302 E Broadway,Williston,58801,48.1634928,-103.6218103,true,940-600-7078,,http://www.davmembersportal.org/chapters/ND/09,,,,,,9,"Third, Thursday, 7:00PM","302 E Broadway, Williston, ND 58801",,
DAV Chapter 24 - Clarence Tom Lemley #24,dav-chapter-24-nd,local,Chapter 24,dav,DAV,world-war-1,World War I,ND,north-dakota,Barnes County,barnes-county,nd_38003,345 12th Ave NE,Valley City,58072,46.92320110000001,-98.00242449999999,true,701-845-4694,,http://www.davmembersportal.org/chapters/ND/24,,,,,,24,"Second, Thursday, 7:00PM","345 12th Ave NE, Valley City, ND 58072",,
DAV Chapter 31 - Jamestown #31,dav-chapter-31-nd,local,Chapter 31,dav,DAV,world-war-1,World War I,ND,north-dakota,Stutsman County,stutsman-county,nd_38093,116 B 1st St,Jamestown,58401,,,false,701-659-0308,,http://www.davmembersportal.org/chapters/ND/31,,,,,,31,"First, Tuesday, 7:00PM","116 B 1st St, Jamestown, ND 58401",,
DAV Chapter 2 - General Mac Arthur #2,dav-chapter-2-ne,local,Chapter 2,dav,DAV,world-war-1,World War I,NE,nebraska,Douglas County,douglas-county,ne_31055,4515 F St,Omaha,68117,41.2190887,-95.98157250000001,true,402-731-4088,,http://www.davmembersportal.org/chapters/NE/02,,,,,,2,"Second, Tuesday, 6:00PM","4515 F St, Omaha, NE 68117",,
DAV Chapter 3 - Orlo E Eglehoff #3,dav-chapter-3-ne,local,Chapter 3,dav,DAV,world-war-1,World War I,NE,nebraska,Mcpherson County,mcpherson-county,ne_31117,2020 E 4th St,North Platte,69101,41.1328707,-100.7390084,true,402-670-2659,,http://www.davmembersportal.org/chapters/NE/03,,,,,,3,"Second, Thursday, 6:30PM","2020 E 4th St, North Platte, NE 69101",,
DAV Chapter 7 - Robt Flansburg #7,dav-chapter-7-ne,local,Chapter 7,dav,DAV,world-war-1,World War I,NE,nebraska,Lancaster County,lancaster-county,ne_31109,3970 N 70th St,Lincoln,68507,40.8520712,-96.6251862,true,402-432-5774,,http://www.davmembersportal.org/chapters/NE/07,,,,,,7,"First, Monday, 7:00PM","3970 N 70th St, Lincoln, NE 68507",,
DAV Chapter 8 - Michael L Wemhoff #8,dav-chapter-8-ne,local,Chapter 8,dav,DAV,world-war-1,World War I,NE,nebraska,Wayne County,wayne-county,ne_31179,316 Braasch Ave,Norfolk,68701,,,false,402-358-3514,,http://www.davmembersportal.org/chapters/NE/08,,,,,,8,"Fourth, Monday, 6:00PM","316 Braasch Ave, Norfolk, NE 68701",,
DAV Chapter 9 - Hastings #9,dav-chapter-9-ne,local,Chapter 9,dav,DAV,world-war-1,World War I,NE,nebraska,Hall County,hall-county,ne_31079,302 S Elm Ave,Hastings,68901,40.4309923,-98.10564760000001,true,402-463-2833,,http://www.davmembersportal.org/chapters/NE/09,,,,,,9,"Third, Tuesday, 7:00PM","302 S Elm Ave, Hastings, NE 68901",,
DAV Chapter 10 - Scottsbluff #10,dav-chapter-10-ne,local,Chapter 10,dav,DAV,world-war-1,World War I,NE,nebraska,Scotts Bluff County,scotts-bluff-county,ne_31157,1425 9th St,Gering,69341,,,false,308-436-6643,,http://www.davmembersportal.org/chapters/NE/10,,,,,,10,"Second, Monday, 6:00PM","1425 9th St, Gering, NE 69341",,
DAV Chapter 11 - Grand Island #11,dav-chapter-11-ne,local,Chapter 11,dav,DAV,world-war-1,World War I,NE,nebraska,Mcpherson County,mcpherson-county,ne_31117,1914 W Capital Ave,Grand Island,69101,40.9465764,-98.36158139999999,true,308-380-4732,,http://www.davmembersportal.org/chapters/NE/11,,,,,,11,"3rd Wednesday, 7:00 PM","1914 W Capital Ave, Grand Island, NE 69101",defunct,2026-04-29
DAV Chapter 14 - Midway #14,dav-chapter-14-ne,local,Chapter 14,dav,DAV,world-war-1,World War I,NE,nebraska,Phelps County,phelps-county,ne_31137,520 W 48th St,Kearney,68845,,,false,256-683-7829,,http://www.davmembersportal.org/chapters/NE/14,,,,,,14,"Last, Tuesday, 7:00PM","520 W 48th St, Kearney, NE 68845",,
DAV Chapter 18 - Joseph C H Bales #18,dav-chapter-18-ne,local,Chapter 18,dav,DAV,world-war-1,World War I,NE,nebraska,Washington County,washington-county,ne_31177,137 North D Street,Fremont,68025,,,false,402-277-0741,,http://www.davmembersportal.org/chapters/NE/18,,,,,,18,"Second, Wednesday, 6:00PM","137 North D Street, Fremont, NE 68025",,
DAV Chapter 20 - Bobby E Nickels #20,dav-chapter-20-ne,local,Chapter 20,dav,DAV,world-war-1,World War I,NE,nebraska,Polk County,polk-county,ne_31143,2720 23rd St,Columbus,68601,41.4399112,-97.3611576,true,402-563-2279,,http://www.davmembersportal.org/chapters/NE/20,,,,,,20,"3rd Wednesday, 7:30 PM","2720 23rd St, Columbus, NE 68601",defunct,2026-04-29
DAV Chapter 21 - Pan Handle #21,dav-chapter-21-ne,local,Chapter 21,dav,DAV,world-war-1,World War I,NE,nebraska,Sheridan County,sheridan-county,ne_31161,404 S Elm St,Gordon,69343,,,false,308-282-1781,,http://www.davmembersportal.org/chapters/NE/21,,,,,,21,"Third, Monday, 7:00PM","404 S Elm St, Gordon, NE 69343",,
DAV Chapter 28 - Wayne Co #28,dav-chapter-28-ne,local,Chapter 28,dav,DAV,world-war-1,World War I,NE,nebraska,Wayne County,wayne-county,ne_31179,220 Main St,Wayne,68787,,,false,402-375-9944,,http://www.davmembersportal.org/chapters/NE/28,,,,,,28,"2nd Monday, 7:30 PM","220 Main St, Wayne, NE 68787",defunct,2026-04-29
DAV Chapter 34 - Keith County #34,dav-chapter-34-ne,local,Chapter 34,dav,DAV,world-war-1,World War I,NE,nebraska,Perkins County,perkins-county,ne_31135,114 E 1st St,Ogallala,69153,,,false,308-289-0740,,http://www.davmembersportal.org/chapters/NE/34,,,,,,34,"First, Tuesday, 5:30PM","114 E 1st St, Ogallala, NE 69153",,
DAV Chapter 40 - Sidney #40,dav-chapter-40-ne,local,Chapter 40,dav,DAV,world-war-1,World War I,NE,nebraska,Cheyenne County,cheyenne-county,ne_31033,1109 10th Ave,Sidney,69162,,,false,308-249-1275,,http://www.davmembersportal.org/chapters/NE/40,,,,,,40,"Third, Wednesday, 7:00PM","1109 10th Ave, Sidney, NE 69162",,
DAV Chapter 41 - Custer #41,dav-chapter-41-ne,local,Chapter 41,dav,DAV,world-war-1,World War I,NE,nebraska,Custer County,custer-county,ne_31041,416 S 1st St,Broken Bow,68822,,,false,308-224-7922,,http://www.davmembersportal.org/chapters/NE/41,,,,,,41,"Fourth, Tuesday, 7:00PM","416 S 1st St, Broken Bow, NE 68822",,
DAV Chapter 47 - William V Brooks #47,dav-chapter-47-ne,local,Chapter 47,dav,DAV,world-war-1,World War I,NE,nebraska,Sarpy County,sarpy-county,ne_31153,812 Bruin Blvd,Bellevue,68005,41.1509864,-95.917183,true,402-957-4207,,http://www.davmembersportal.org/chapters/NE/47,,,,,,47,"Fourth, Saturday, 8:30AM","812 Bruin Blvd, Bellevue, NE 68005",,
DAV Chapter 49 - DAV Elkhorn #49,dav-chapter-49-ne,local,Chapter 49,dav,DAV,world-war-1,World War I,NE,nebraska,,,ne_unknown,20276 Wirt St,Elkhorn,68022,,,false,402-281-6479,,http://www.davmembersportal.org/chapters/NE/49,,,,,,49,"Fourth, Monday, 7:00PM","20276 Wirt St, Elkhorn, NE 68022",,
DAV Chapter 1 - Manchester #1,dav-chapter-1-nh,local,Chapter 1,dav,DAV,world-war-1,World War I,NH,new-hampshire,,,nh_unknown,251 Maple St.,Manchester,03103,,,false,603-554-7528,,http://www.davmembersportal.org/chapters/NH/01,,,,,,1,"Third, Thursday, 7:00PM","251 Maple St., Manchester, NH 03103",,
DAV Chapter 5 - Bellamy #5,dav-chapter-5-nh,local,Chapter 5,dav,DAV,world-war-1,World War I,NH,new-hampshire,Strafford County,strafford-county,nh_33017,156 Back River Rd,Dover,03820,43.1593483,-70.87433639999999,true,603-343-4410,,http://www.davmembersportal.org/chapters/NH/05,,,,,,5,"Third, Monday, 5:00PM","156 Back River Rd, Dover, NH 03820",,
DAV Chapter 7 - Gate City #7,dav-chapter-7-nh,local,Chapter 7,dav,DAV,world-war-1,World War I,NH,new-hampshire,Hillsborough County,hillsborough-county,nh_33011,11 Court St,Nashua,03060,,,false,603-886-3322,,http://www.davmembersportal.org/chapters/NH/07,,,,,,7,"Third, Sunday, 2:00PM","11 Court St, Nashua, NH 03060",,
DAV Chapter 13 - Squamscott #13,dav-chapter-13-nh,local,Chapter 13,dav,DAV,world-war-1,World War I,NH,new-hampshire,Rockingham County,rockingham-county,nh_33015,32 Court St,Exeter,03833,,,false,603-772-4604,,http://www.davmembersportal.org/chapters/NH/13,,,,,,13,"1st Tuesday, 7:00 PM","32 Court St, Exeter, NH 03833",defunct,2026-04-29
DAV Chapter 18 - Queen City #18,dav-chapter-18-nh,local,Chapter 18,dav,DAV,world-war-1,World War I,NH,new-hampshire,,,nh_unknown,251 Maple St,Manchester,03103,,,false,603-315-5829,,http://www.davmembersportal.org/chapters/NH/18,,,,,,18,"Third, Thursday, 7:00PM","251 Maple St, Manchester, NH 03103",,
DAV Chapter 19 - Capital City #19,dav-chapter-19-nh,local,Chapter 19,dav,DAV,world-war-1,World War I,NH,new-hampshire,Merrimack County,merrimack-county,nh_33013,7 Perely St,Concord,03301,,,false,603-731-4064,,http://www.davmembersportal.org/chapters/NH/19,,,,,,19,"Second, Tuesday, 6:30PM","7 Perely St, Concord, NH 03301",,
DAV Chapter 21 - Keene #21,dav-chapter-21-nh,local,Chapter 21,dav,DAV,world-war-1,World War I,NH,new-hampshire,Grafton County,grafton-county,nh_33009,44 Littleton Rd,Whitefield,03598,42.9254277,-72.2803457,true,630-254-0709,,http://www.davmembersportal.org/chapters/NH/21,,,,,,21,"Second, Thursday, 6:00PM","44 Littleton Rd, Whitefield, NH 03598",,
DAV Chapter 23 - Farmington #23,dav-chapter-23-nh,local,Chapter 23,dav,DAV,world-war-1,World War I,NH,new-hampshire,Strafford County,strafford-county,nh_33017,20 Columbus Ave,Rochester,03867,,,false,603-332-5295,,http://www.davmembersportal.org/chapters/NH/23,,,,,,23,"Second, Tuesday, 7:00PM","20 Columbus Ave, Rochester, NH 03867",,
DAV Chapter 1 - Argonne #1 OF NORTHERN NJ,dav-chapter-1-nj,local,Chapter 1,dav,DAV,world-war-1,World War I,NJ,new-jersey,Passaic County,passaic-county,nj_34031,135 Summer St,Passaic,07055,40.86334919999999,-74.1403511,true,973-272-6994,,http://www.davmembersportal.org/chapters/NJ/01,,,,,,1,"Third, Tuesday, 7:30PM","135 Summer St, Passaic, NJ 07055",,
DAV Chapter 2 - Clifton City #2,dav-chapter-2-nj,local,Chapter 2,dav,DAV,world-war-1,World War I,NJ,new-jersey,Passaic County,passaic-county,nj_34031,315 Hazel St,Clifton,07011,40.8886334,-74.16000760000001,true,973-861-5224,,http://www.davmembersportal.org/chapters/NJ/02,,,,,,2,"Tuesday, 7:00PM","315 Hazel St, Clifton, NJ 07011",,
DAV Chapter 3 - Carnevale-Spitz #3,dav-chapter-3-nj,local,Chapter 3,dav,DAV,world-war-1,World War I,NJ,new-jersey,Essex County,essex-county,nj_34013,475-487 Irvington Ave 2nd Fl,Newark,07106,40.8095956,-74.2127378,true,908-966-0436,,http://www.davmembersportal.org/chapters/NJ/03,,,,,,3,"Fourth, Saturday, 11:00AM","475-487 Irvington Ave 2nd Fl, Newark, NJ 07106",,
DAV Chapter 4 - E J Newton Mem #4,dav-chapter-4-nj,local,Chapter 4,dav,DAV,world-war-1,World War I,NJ,new-jersey,Camden County,camden-county,nj_34007,129 Veterans Lane,Haddonfield,08033,,,false,856-952-3826,,http://www.davmembersportal.org/chapters/NJ/04,,,,,,4,"Second, Tuesday, 7:00PM","129 Veterans Lane, Haddonfield, NJ 08033",,
DAV Chapter 5 - Cpt P J E Hogan #5,dav-chapter-5-nj,local,Chapter 5,dav,DAV,world-war-1,World War I,NJ,new-jersey,Hudson County,hudson-county,nj_34017,14 West 7th Street,Bayonne,07002,,,false,201-780-3953,,http://www.davmembersportal.org/chapters/NJ/05,,,,,,5,"First, Sunday, 2:00PM","14 West 7th Street, Bayonne, NJ 07002",,
DAV Chapter 10 - Atlantic City #10,dav-chapter-10-nj,local,Chapter 10,dav,DAV,world-war-1,World War I,NJ,new-jersey,Atlantic County,atlantic-county,nj_34001,560 New Jersey Ave,Abescon,08205,,,false,609-748-9057,,http://www.davmembersportal.org/chapters/NJ/10,,,,,,10,"Second, Monday, 6:30PM","560 New Jersey Ave, Abescon, NJ 08205",,
DAV Chapter 14 - Cpl Geo H Keller #14,dav-chapter-14-nj,local,Chapter 14,dav,DAV,world-war-1,World War I,NJ,new-jersey,Union County,union-county,nj_34039,78 Westfield Ave,Clark,07066,,,false,732-713-5194,,http://www.davmembersportal.org/chapters/NJ/14,,,,,,14,"Third, Wednesday, 2:00PM","78 Westfield Ave, Clark, NJ 07066",,
DAV Chapter 15 - Bergen Co #15,dav-chapter-15-nj,local,Chapter 15,dav,DAV,world-war-1,World War I,NJ,new-jersey,Bergen County,bergen-county,nj_34003,100 Main St,Little Ferry,07643,,,false,917-416-9221,,http://www.davmembersportal.org/chapters/NJ/15,,,,,,15,"Third, Tuesday, 7:30PM","100 Main St, Little Ferry, NJ 07643",,
DAV Chapter 16 - Somerville #16,dav-chapter-16-nj,local,Chapter 16,dav,DAV,world-war-1,World War I,NJ,new-jersey,Somerset County,somerset-county,nj_34035,232 East Union Ave Rt 28,Somerville,08876,,,false,908-756-6220,,http://www.davmembersportal.org/chapters/NJ/16,,,,,,16,"Fourth, Saturday, 10:00AM","232 East Union Ave Rt 28, Somerville, NJ 08876",,
DAV Chapter 20 - Lamberson-Sunchuk #20,dav-chapter-20-nj,local,Chapter 20,dav,DAV,world-war-1,World War I,NJ,new-jersey,Ocean County,ocean-county,nj_34029,1810 Lanes Mill Rd,Brick,08724,40.0975766,-74.1389749,true,732-206-0544,,http://www.davmembersportal.org/chapters/NJ/20,,,,,,20,"Third, Tuesday, 7:00PM","1810 Lanes Mill Rd, Brick, NJ 08724",,
DAV Chapter 22 - Belleville Nutley #22,dav-chapter-22-nj,local,Chapter 22,dav,DAV,world-war-1,World War I,NJ,new-jersey,Essex County,essex-county,nj_34013,612 Mill Street,Belleville,07109,,,false,973-751-4700,,http://www.davmembersportal.org/chapters/NJ/22,,,,,,22,"First, Monday, 11:00AM","612 Mill Street, Belleville, NJ 07109",,
DAV Chapter 24 - Ocean Co Mem #24,dav-chapter-24-nj,local,Chapter 24,dav,DAV,world-war-1,World War I,NJ,new-jersey,Ocean County,ocean-county,nj_34029,2025 Church Rd,Toms River,08753,,,false,732-991-1692,,http://www.davmembersportal.org/chapters/NJ/24,,,,,,24,"Second, Wednesday, 7:00PM","2025 Church Rd, Toms River, NJ 08753",,
DAV Chapter 27 - Burlington Co #27,dav-chapter-27-nj,local,Chapter 27,dav,DAV,world-war-1,World War I,NJ,new-jersey,Burlington County,burlington-county,nj_34005,39 Fort Dix Rd,Pemberton,08068,39.97088249999999,-74.5838426,true,609-694-6591,,http://www.davmembersportal.org/chapters/NJ/27,,,,,,27,"Third, Thursday, 2:00PM","39 Fort Dix Rd, Pemberton, NJ 08068",,
DAV Chapter 29 - Ft Monmouth Mem #29,dav-chapter-29-nj,local,Chapter 29,dav,DAV,world-war-1,World War I,NJ,new-jersey,Monmouth County,monmouth-county,nj_34025,283 Sherrill Ave,Oceanport,07757,40.3201696,-74.0726075,true,570-815-3461,,http://www.davmembersportal.org/chapters/NJ/29,,,,,,29,"First, Wednesday, 10:00AM","283 Sherrill Ave, Oceanport, NJ 07757",,
DAV Chapter 32 - Northern Valley #32,dav-chapter-32-nj,local,Chapter 32,dav,DAV,world-war-1,World War I,NJ,new-jersey,Bergen County,bergen-county,nj_34003,8 Veterans Plaza,Bergenfield,07621,,,false,201-384-0001,,http://www.davmembersportal.org/chapters/NJ/32,,,,,,32,"Second, Saturday, 11:00AM","8 Veterans Plaza, Bergenfield, NJ 07621",,
DAV Chapter 41 - Jos A Mc Nerney #41,dav-chapter-41-nj,local,Chapter 41,dav,DAV,world-war-1,World War I,NJ,new-jersey,Mercer County,mercer-county,nj_34021,1490 S Olden Ave,Hamilton,08619,,,false,609-865-4655,,http://www.davmembersportal.org/chapters/NJ/41,,,,,,41,"Second, Wednesday, 6:30PM","1490 S Olden Ave, Hamilton, NJ 08619",,
DAV Chapter 42 - Willingboro #42,dav-chapter-42-nj,local,Chapter 42,dav,DAV,world-war-1,World War I,NJ,new-jersey,Burlington County,burlington-county,nj_34005,429 John F Kennedy Way,Trenton,08046,40.054076,-74.8911806,true,856-776-0961,,http://www.davmembersportal.org/chapters/NJ/42,,,,,,42,"Third, Thursday, 4:00PM","429 John F Kennedy Way, Trenton, NJ 08046",,
DAV Chapter 44 - Cape May County #44,dav-chapter-44-nj,local,Chapter 44,dav,DAV,world-war-1,World War I,NJ,new-jersey,Cape May County,cape-may-county,nj_34009,1010 Bayshore Rd,Del Haven,08251,39.0298788,-74.93359579999999,true,609-780-0710,,http://www.davmembersportal.org/chapters/NJ/44,,,,,,44,"Fourth, Saturday, 10:00AM","1010 Bayshore Rd, Del Haven, NJ 08251",,
